sector,year,sex,name,n,prop
Other,2018,M,יוסף,25,0.01218324
Other,2018,M,גבריאל,22,0.01072125
Other,2018,M,נתן,22,0.01072125
Other,2018,M,נתנאל,22,0.01072125
Other,2018,M,איתי,21,0.01023392
Other,2018,M,אמיר,21,0.01023392
Other,2018,M,בן,21,0.01023392
Other,2018,M,לב,21,0.01023392
Other,2018,M,מירון,20,0.00974659
Other,2018,M,רון,18,0.00877193
Other,2018,M,איליה,17,0.0082846
Other,2018,M,אלכסנדר,17,0.0082846
Other,2018,M,לביא,17,0.0082846
Other,2018,M,טום,16,0.00779727
Other,2018,M,מייקל,16,0.00779727
Other,2018,M,ניקיטה,16,0.00779727
Other,2018,M,יהונתן,15,0.00730994
Other,2018,M,עומר,15,0.00730994
Other,2018,M,אביאל,14,0.00682261
Other,2018,M,אריק,14,0.00682261
Other,2018,M,גיא,14,0.00682261
Other,2018,M,תום,14,0.00682261
Other,2018,M,איליי,13,0.00633528
Other,2018,M,דניס,13,0.00633528
Other,2018,M,טומי,13,0.00633528
Other,2018,M,ליאון,13,0.00633528
Other,2018,M,עידן,13,0.00633528
Other,2018,M,אילן,12,0.00584795
Other,2018,M,ג'וד,12,0.00584795
Other,2018,M,ליאו,12,0.00584795
Other,2018,M,מרטין,12,0.00584795
Other,2018,M,עומרי,12,0.00584795
Other,2018,M,עלי,12,0.00584795
Other,2018,M,אחמד,11,0.00536062
Other,2018,M,דין,11,0.00536062
Other,2018,M,יעקב,11,0.00536062
Other,2018,M,לוקאס,11,0.00536062
Other,2018,M,עילי,11,0.00536062
Other,2018,M,עמנואל,11,0.00536062
Other,2018,M,תומר,11,0.00536062
Other,2018,M,אדיר,10,0.00487329
Other,2018,M,אור,10,0.00487329
Other,2018,M,אלון,10,0.00487329
Other,2018,M,דן,10,0.00487329
Other,2018,M,לוקה,10,0.00487329
Other,2018,M,ניק,10,0.00487329
Other,2018,M,אביב,9,0.00438596
Other,2018,M,אדריאן,9,0.00438596
Other,2018,M,ארי,9,0.00438596
Other,2018,M,דילן,9,0.00438596
Other,2018,M,סטפן,9,0.00438596
Other,2018,M,רוברט,9,0.00438596
Other,2018,M,רוי,9,0.00438596
Other,2018,M,שי,9,0.00438596
Other,2018,M,בנימין,8,0.00389864
Other,2018,M,דומיניק,8,0.00389864
Other,2018,M,טים,8,0.00389864
Other,2018,M,קאי,8,0.00389864
Other,2018,M,ראיין,8,0.00389864
Other,2018,M,ריי,8,0.00389864
Other,2018,M,ארטיום,7,0.00341131
Other,2018,M,טימור,7,0.00341131
Other,2018,M,מאור,7,0.00341131
Other,2018,M,מטביי,7,0.00341131
Other,2018,M,מילאן,7,0.00341131
Other,2018,M,מתן,7,0.00341131
Other,2018,M,סמואל,7,0.00341131
Other,2018,M,פיליפ,7,0.00341131
Other,2018,M,קיריל,7,0.00341131
Other,2018,M,אברהם,6,0.00292398
Other,2018,M,אהרון,6,0.00292398
Other,2018,M,איוון,6,0.00292398
Other,2018,M,אלכסיי,6,0.00292398
Other,2018,M,ארתור,6,0.00292398
Other,2018,M,ג'ורג',6,0.00292398
Other,2018,M,גל,6,0.00292398
Other,2018,M,ינאי,6,0.00292398
Other,2018,M,ליאל,6,0.00292398
Other,2018,M,משה,6,0.00292398
Other,2018,M,סטיבן,6,0.00292398
Other,2018,M,רום,6,0.00292398
Other,2018,M,תמיר,6,0.00292398
Other,2018,M,אבראהים,5,0.00243665
Other,2018,M,אופק,5,0.00243665
Other,2018,M,אוראל,5,0.00243665
Other,2018,M,אושר,5,0.00243665
Other,2018,M,אלדר,5,0.00243665
Other,2018,M,אלי,5,0.00243665
Other,2018,M,אמיל,5,0.00243665
Other,2018,M,אריאן,5,0.00243665
Other,2018,M,דני,5,0.00243665
Other,2018,M,יאיר,5,0.00243665
Other,2018,M,יגור,5,0.00243665
Other,2018,M,יונס,5,0.00243665
Other,2018,M,לאו,5,0.00243665
Other,2018,M,לאונרד,5,0.00243665
Other,2018,M,ליאב,5,0.00243665
Other,2018,M,לני,5,0.00243665
Other,2018,M,מג'ד,5,0.00243665
Other,2018,M,מטווי,5,0.00243665
Other,2018,M,מייק,5,0.00243665
Other,2018,M,מקס,5,0.00243665
Other,2018,M,ניל,5,0.00243665
Other,2018,M,נתניאל,5,0.00243665
Other,2018,M,סאלח,5,0.00243665
Other,2018,M,סאם,5,0.00243665
Other,2018,M,עדי,5,0.00243665
Other,2018,M,עוז,5,0.00243665
Other,2018,M,רומן,5,0.00243665
Other,2018,M,רז,5,0.00243665
Other,2018,M,ריאן,5,0.00243665
Other,2018,M,שוהם,5,0.00243665
Other,2019,F,מאיה,128,0.07901235
Other,2019,F,אמילי,87,0.0537037
Other,2019,F,סופיה,79,0.04876543
Other,2019,F,אדל,63,0.03888889
Other,2019,F,ניקול,57,0.03518519
Other,2019,F,אווה,50,0.0308642
Other,2019,F,אמה,46,0.02839506
Other,2019,F,מישל,34,0.02098765
Other,2019,F,אמיליה,33,0.02037037
Other,2019,F,ליה,31,0.0191358
Other,2019,F,ליאן,30,0.01851852
Other,2019,F,אליסה,27,0.01666667
Other,2019,F,ליאל,25,0.0154321
Other,2019,F,מריה,23,0.01419753
Other,2019,F,אלין,22,0.01358025
Other,2019,F,אלכסנדרה,21,0.01296296
Other,2019,F,אריאנה,19,0.0117284
Other,2019,F,מילנה,19,0.0117284
Other,2019,F,נעמי,19,0.0117284
Other,2019,F,אביגיל,18,0.01111111
Other,2019,F,אליס,18,0.01111111
Other,2019,F,עדן,18,0.01111111
Other,2019,F,אוולין,17,0.010493830000000001
Other,2019,F,אוליביה,17,0.010493830000000001
Other,2019,F,לאה,17,0.010493830000000001
Other,2019,F,דיאנה,16,0.00987654
Other,2019,F,אנה,15,0.00925926
Other,2019,F,ליב,15,0.00925926
Other,2019,F,מרים,15,0.00925926
Other,2019,F,יסמין,14,0.00864198
Other,2019,F,קירה,14,0.00864198
Other,2019,F,גאיה,13,0.00802469
Other,2019,F,דריה,13,0.00802469
Other,2019,F,ורוניקה,13,0.00802469
Other,2019,F,איימי,12,0.00740741
Other,2019,F,אילנה,12,0.00740741
Other,2019,F,אלינה,12,0.00740741
Other,2019,F,אריאל,12,0.00740741
Other,2019,F,ויקטוריה,12,0.00740741
Other,2019,F,טליה,12,0.00740741
Other,2019,F,לין,12,0.00740741
Other,2019,F,שלי,12,0.00740741
Other,2019,F,אלה,11,0.00679012
Other,2019,F,אליאנה,11,0.00679012
Other,2019,F,אלמה,11,0.00679012
Other,2019,F,אנאל,11,0.00679012
Other,2019,F,דניאלה,11,0.00679012
Other,2019,F,מיקה,11,0.00679012
Other,2019,F,נור,11,0.00679012
Other,2019,F,רומי,11,0.00679012
Other,2019,F,שרה,11,0.00679012
Other,2019,F,אליזבט,10,0.00617284
Other,2019,F,איב,9,0.00555556
Other,2019,F,ארינה,9,0.00555556
Other,2019,F,זואי,9,0.00555556
Other,2019,F,מילה,9,0.00555556
Other,2019,F,מליסה,9,0.00555556
Other,2019,F,נועה,9,0.00555556
Other,2019,F,ניקה,9,0.00555556
Other,2019,F,שי-לי,9,0.00555556
Other,2019,F,איה,8,0.00493827
Other,2019,F,אנסטסיה,8,0.00493827
Other,2019,F,ג'ורי,8,0.00493827
Other,2019,F,דנה,8,0.00493827
Other,2019,F,יעל,8,0.00493827
Other,2019,F,ליאנה,8,0.00493827
Other,2019,F,נויה,8,0.00493827
Other,2019,F,ריתאל,8,0.00493827
Other,2019,F,אביטל,7,0.00432099
Other,2019,F,אליענה,7,0.00432099
Other,2019,F,אמי,7,0.00432099
Other,2019,F,אמלי,7,0.00432099
Other,2019,F,אסתר,7,0.00432099
Other,2019,F,דניאל,7,0.00432099
Other,2019,F,ולריה,7,0.00432099
Other,2019,F,לורן,7,0.00432099
Other,2019,F,ליבי,7,0.00432099
Other,2019,F,מיכל,7,0.00432099
Other,2019,F,עמליה,7,0.00432099
Other,2019,F,אדלינה,6,0.0037037
Other,2019,F,אוריה,6,0.0037037
Other,2019,F,אמליה,6,0.0037037
Other,2019,F,אן,6,0.0037037
Other,2019,F,חנה,6,0.0037037
Other,2019,F,לינוי,6,0.0037037
Other,2019,F,מאי,6,0.0037037
Other,2019,F,מירה,6,0.0037037
Other,2019,F,נטע,6,0.0037037
Other,2019,F,סופי,6,0.0037037
Other,2019,F,תמר,6,0.0037037
Other,2019,F,אודליה,5,0.00308642
Other,2019,F,אילול,5,0.00308642
Other,2019,F,אליה,5,0.00308642
Other,2019,F,אלינור,5,0.00308642
Other,2019,F,אמירה,5,0.00308642
Other,2019,F,ברברה,5,0.00308642
Other,2019,F,טל,5,0.00308642
Other,2019,F,טלי,5,0.00308642
Other,2019,F,מוניקה,5,0.00308642
Other,2019,F,מיאל,5,0.00308642
Other,2019,F,מלאני,5,0.00308642
Other,2019,F,נגה,5,0.00308642
Other,2019,F,נטלי,5,0.00308642
Other,2019,F,סוניה,5,0.00308642
Other,2019,F,פאטמה,5,0.00308642
Other,2019,F,קרולינה,5,0.00308642
Other,2019,F,קרינה,5,0.00308642
Other,2019,F,רוני,5,0.00308642
Other,2019,M,דניאל,168,0.08231259
Other,2019,M,אדם,117,0.05732484
Other,2019,M,דוד,99,0.04850563
Other,2019,M,איתן,87,0.04262616
Other,2019,M,ליאם,62,0.03037727
Other,2019,M,מיכאל,62,0.03037727
Other,2019,M,מוחמד,44,0.02155806
Other,2019,M,מרק,42,0.02057815
Other,2019,M,מקסים,39,0.01910828
Other,2019,M,יונתן,35,0.01714846
Other,2019,M,איתי,33,0.01616854
Other,2019,M,יאן,31,0.01518863
Other,2019,M,גבריאל,30,0.01469868
Other,2019,M,לאון,30,0.01469868
Other,2019,M,אריאל,29,0.01420872
Other,2019,M,לב,28,0.01371877
Other,2019,M,שון,28,0.01371877
Other,2019,M,אמיר,26,0.01273885
Other,2019,M,עילאי,25,0.0122489
Other,2019,M,ליאור,22,0.01077903
Other,2019,M,רון,22,0.01077903
Other,2019,M,בן,21,0.01028907
Other,2019,M,ליאו,21,0.01028907
Other,2019,M,נועם,20,0.00979912
Other,2019,M,נתנאל,20,0.00979912
Other,2019,M,טום,18,0.00881921
Other,2019,M,רפאל,18,0.00881921
Other,2019,M,יוסף,17,0.00832925
Other,2019,M,לאו,17,0.00832925
Other,2019,M,ניקיטה,17,0.00832925
Other,2019,M,נתן,17,0.00832925
Other,2019,M,עומר,16,0.00783929
Other,2019,M,אלכסנדר,15,0.00734934
Other,2019,M,דן,15,0.00734934
Other,2019,M,מחמד,15,0.00734934
Other,2019,M,איליה,14,0.00685938
Other,2019,M,אלון,14,0.00685938
Other,2019,M,אחמד,13,0.00636943
Other,2019,M,אריק,13,0.00636943
Other,2019,M,טימור,13,0.00636943
Other,2019,M,עומרי,13,0.00636943
Other,2019,M,קאי,13,0.00636943
Other,2019,M,איליי,12,0.00587947
Other,2019,M,מירון,12,0.00587947
Other,2019,M,תמיר,12,0.00587947
Other,2019,M,אור,11,0.00538951
Other,2019,M,ארי,11,0.00538951
Other,2019,M,בנימין,11,0.00538951
Other,2019,M,ג'וד,11,0.00538951
Other,2019,M,מקס,11,0.00538951
Other,2019,M,מרטין,11,0.00538951
Other,2019,M,עלי,11,0.00538951
Other,2019,M,ריי,11,0.00538951
Other,2019,M,תום,11,0.00538951
Other,2019,M,אוראל,10,0.00489956
Other,2019,M,דומיניק,10,0.00489956
Other,2019,M,יהונתן,10,0.00489956
Other,2019,M,לוקאס,10,0.00489956
Other,2019,M,מייקל,10,0.00489956
Other,2019,M,עבד,10,0.00489956
Other,2019,M,אביב,9,0.0044096
Other,2019,M,אורי,9,0.0044096
Other,2019,M,ארטיום,9,0.0044096
Other,2019,M,דין,9,0.0044096
Other,2019,M,סטיבן,9,0.0044096
Other,2019,M,עידן,9,0.0044096
Other,2019,M,תומאס,9,0.0044096
Other,2019,M,אביאל,8,0.00391965
Other,2019,M,אילן,8,0.00391965
Other,2019,M,אלכס,8,0.00391965
Other,2019,M,אלרואי,8,0.00391965
Other,2019,M,אריה,8,0.00391965
Other,2019,M,ארתור,8,0.00391965
Other,2019,M,דילן,8,0.00391965
Other,2019,M,טל,8,0.00391965
Other,2019,M,יעקב,8,0.00391965
Other,2019,M,לביא,8,0.00391965
Other,2019,M,לוקה,8,0.00391965
Other,2019,M,לירוי,8,0.00391965
Other,2019,M,ריאן,8,0.00391965
Other,2019,M,ריף,8,0.00391965
Other,2019,M,אבראהים,7,0.00342969
Other,2019,M,אליאס,7,0.00342969
Other,2019,M,גיא,7,0.00342969
Other,2019,M,גל,7,0.00342969
Other,2019,M,יואל,7,0.00342969
Other,2019,M,לני,7,0.00342969
Other,2019,M,מחמוד,7,0.00342969
Other,2019,M,ניתאי,7,0.00342969
Other,2019,M,סטפן,7,0.00342969
Other,2019,M,עוז,7,0.00342969
Other,2019,M,אהרון,6,0.00293974
Other,2019,M,אוליבר,6,0.00293974
Other,2019,M,אלי,6,0.00293974
Other,2019,M,אליה,6,0.00293974
Other,2019,M,אנדריי,6,0.00293974
Other,2019,M,זוהר,6,0.00293974
Other,2019,M,חאלד,6,0.00293974
Other,2019,M,ליאונל,6,0.00293974
Other,2019,M,נתניאל,6,0.00293974
Other,2019,M,סמואל,6,0.00293974
Other,2019,M,עידו,6,0.00293974
Other,2019,M,עמנואל,6,0.00293974
Other,2019,M,ראיין,6,0.00293974
Other,2019,M,רוברט,6,0.00293974
Other,2019,M,רוי,6,0.00293974
Other,2019,M,רומן,6,0.00293974
Other,2019,M,שי,6,0.00293974
Other,2019,M,אדיר,5,0.00244978
Other,2019,M,אייל,5,0.00244978
Other,2019,M,אליאור,5,0.00244978
Other,2019,M,אלכסיי,5,0.00244978
Other,2019,M,דניס,5,0.00244978
Other,2019,M,הראל,5,0.00244978
Other,2019,M,חסן,5,0.00244978
Other,2019,M,טומי,5,0.00244978
Other,2019,M,טים,5,0.00244978
Other,2019,M,יואב,5,0.00244978
Other,2019,M,ליאון,5,0.00244978
Other,2019,M,מייק,5,0.00244978
Other,2019,M,מילאן,5,0.00244978
Other,2019,M,סאלח,5,0.00244978
Other,2019,M,קיריל,5,0.00244978
Other,2019,M,רום,5,0.00244978
Other,2019,M,שליו,5,0.00244978
Other,2019,M,שמעון,5,0.00244978
Other,2019,M,תיאו,5,0.00244978
Other,2019,M,תיאודור,5,0.00244978
Other,2020,F,מאיה,116,0.06628571
Other,2020,F,אמילי,76,0.04342857
Other,2020,F,אווה,65,0.03714286
Other,2020,F,סופיה,53,0.03028571
Other,2020,F,אמה,46,0.02628571
Other,2020,F,מישל,42,0.024
Other,2020,F,ליאל,40,0.02285714
Other,2020,F,ניקול,39,0.02228571
Other,2020,F,אדל,38,0.02171429
Other,2020,F,מרים,34,0.01942857
Other,2020,F,אוליביה,32,0.01828571
Other,2020,F,אליסה,32,0.01828571
Other,2020,F,ליאן,32,0.01828571
Other,2020,F,אמיליה,31,0.01771429
Other,2020,F,ליה,26,0.01485714
Other,2020,F,אלין,25,0.01428571
Other,2020,F,יסמין,24,0.01371429
Other,2020,F,אליס,23,0.01314286
Other,2020,F,נועה,22,0.01257143
Other,2020,F,מריה,21,0.012
Other,2020,F,ניקה,21,0.012
Other,2020,F,עדן,21,0.012
Other,2020,F,אליזבט,20,0.01142857
Other,2020,F,אלה,19,0.01085714
Other,2020,F,אנה,18,0.01028571
Other,2020,F,לאה,18,0.01028571
Other,2020,F,מילנה,18,0.01028571
Other,2020,F,אוולין,15,0.00857143
Other,2020,F,לין,15,0.00857143
Other,2020,F,מיקה,15,0.00857143
Other,2020,F,דיאנה,14,0.008
Other,2020,F,דריה,14,0.008
Other,2020,F,נעמי,14,0.008
Other,2020,F,עמליה,14,0.008
Other,2020,F,קירה,14,0.008
Other,2020,F,רומי,14,0.008
Other,2020,F,אלמה,13,0.00742857
Other,2020,F,יעל,13,0.00742857
Other,2020,F,אריאנה,12,0.00685714
Other,2020,F,דניאלה,12,0.00685714
Other,2020,F,ויקטוריה,12,0.00685714
Other,2020,F,ליבי,12,0.00685714
Other,2020,F,נויה,12,0.00685714
Other,2020,F,פולינה,12,0.00685714
Other,2020,F,אלכסנדרה,11,0.00628571
Other,2020,F,ארינה,11,0.00628571
Other,2020,F,גאיה,11,0.00628571
Other,2020,F,מיכל,11,0.00628571
Other,2020,F,מילה,11,0.00628571
Other,2020,F,אביגיל,10,0.00571429
Other,2020,F,איה,10,0.00571429
Other,2020,F,אסתר,10,0.00571429
Other,2020,F,ורוניקה,10,0.00571429
Other,2020,F,מיאל,10,0.00571429
Other,2020,F,עלמה,10,0.00571429
Other,2020,F,אריאל,9,0.00514286
Other,2020,F,זואי,9,0.00514286
Other,2020,F,טאיה,9,0.00514286
Other,2020,F,טליה,9,0.00514286
Other,2020,F,ליאנה,9,0.00514286
Other,2020,F,איב,8,0.00457143
Other,2020,F,איימי,8,0.00457143
Other,2020,F,גבריאלה,8,0.00457143
Other,2020,F,דנה,8,0.00457143
Other,2020,F,מילאנה,8,0.00457143
Other,2020,F,מעיין,8,0.00457143
Other,2020,F,נור,8,0.00457143
Other,2020,F,שי-לי,8,0.00457143
Other,2020,F,תמר,8,0.00457143
Other,2020,F,אדלינה,7,0.004
Other,2020,F,איילין,7,0.004
Other,2020,F,אמינה,7,0.004
Other,2020,F,אמליה,7,0.004
Other,2020,F,ארייה,7,0.004
Other,2020,F,ג'ורי,7,0.004
Other,2020,F,לונה,7,0.004
Other,2020,F,לילי,7,0.004
Other,2020,F,מלאני,7,0.004
Other,2020,F,מלאק,7,0.004
Other,2020,F,סופי,7,0.004
Other,2020,F,קרולינה,7,0.004
Other,2020,F,רהף,7,0.004
Other,2020,F,שיראל,7,0.004
Other,2020,F,אביטל,6,0.00342857
Other,2020,F,אליה,6,0.00342857
Other,2020,F,אלינה,6,0.00342857
Other,2020,F,אלינור,6,0.00342857
Other,2020,F,אריקה,6,0.00342857
Other,2020,F,חנה,6,0.00342857
Other,2020,F,כרמל,6,0.00342857
Other,2020,F,לורן,6,0.00342857
Other,2020,F,ליב,6,0.00342857
Other,2020,F,לני,6,0.00342857
Other,2020,F,מאי,6,0.00342857
Other,2020,F,נטלי,6,0.00342857
Other,2020,F,נינה,6,0.00342857
Other,2020,F,קים,6,0.00342857
Other,2020,F,קמילה,6,0.00342857
Other,2020,F,רוני,6,0.00342857
Other,2020,F,רות,6,0.00342857
Other,2020,F,שאם,6,0.00342857
Other,2020,F,שהד,6,0.00342857
Other,2020,F,שרה,6,0.00342857
Other,2020,F,תולין,6,0.00342857
Other,2020,F,אוריאן,5,0.00285714
Other,2020,F,איילה,5,0.00285714
Other,2020,F,אליאנה,5,0.00285714
Other,2020,F,אליענה,5,0.00285714
Other,2020,F,אמלי,5,0.00285714
Other,2020,F,אריאלה,5,0.00285714
Other,2020,F,ביסאן,5,0.00285714
Other,2020,F,דניאל,5,0.00285714
Other,2020,F,זלטה,5,0.00285714
Other,2020,F,יובל,5,0.00285714
Other,2020,F,יולי,5,0.00285714
Other,2020,F,ליאם,5,0.00285714
Other,2020,F,לילה,5,0.00285714
Other,2020,F,מילא,5,0.00285714
Other,2020,F,מירה,5,0.00285714
Other,2020,F,מליסה,5,0.00285714
Other,2020,F,מלק,5,0.00285714
Other,2020,F,נלי,5,0.00285714
Other,2020,F,סטפני,5,0.00285714
Other,2020,F,קרן,5,0.00285714
Other,2020,F,רחל,5,0.00285714
Other,2020,F,שי,5,0.00285714
Other,2020,F,תהל,5,0.00285714
Other,2020,M,דניאל,138,0.07443366
Other,2020,M,אדם,109,0.0587918
Other,2020,M,דוד,73,0.03937433
Other,2020,M,איתן,63,0.03398058
Other,2020,M,מיכאל,53,0.02858684
Other,2020,M,ליאם,49,0.02642934
Other,2020,M,מרק,49,0.02642934
Other,2020,M,אריאל,38,0.02049622
Other,2020,M,נתנאל,36,0.01941748
Other,2020,M,יאן,35,0.0188781
Other,2020,M,לאון,31,0.0167206
Other,2020,M,שון,31,0.0167206
Other,2020,M,מוחמד,29,0.01564186
Other,2020,M,יוסף,28,0.01510248
Other,2020,M,מקסים,28,0.01510248
Other,2020,M,רפאל,27,0.01456311
Other,2020,M,עילאי,26,0.01402373
Other,2020,M,יונתן,25,0.01348436
Other,2020,M,גבריאל,24,0.01294498
Other,2020,M,איתי,23,0.01240561
Other,2020,M,אמיר,22,0.01186624
Other,2020,M,נתן,22,0.01186624
Other,2020,M,קאי,20,0.01078749
Other,2020,M,אילן,18,0.00970874
Other,2020,M,לב,18,0.00970874
Other,2020,M,ליאור,18,0.00970874
Other,2020,M,מירון,18,0.00970874
Other,2020,M,נועם,18,0.00970874
Other,2020,M,עומר,18,0.00970874
Other,2020,M,רון,18,0.00970874
Other,2020,M,דן,17,0.00916936
Other,2020,M,עידן,17,0.00916936
Other,2020,M,אחמד,15,0.00809061
Other,2020,M,אליאס,15,0.00809061
Other,2020,M,בן,15,0.00809061
Other,2020,M,תום,15,0.00809061
Other,2020,M,איליי,14,0.00755124
Other,2020,M,ניקיטה,14,0.00755124
Other,2020,M,אלכסנדר,13,0.00701187
Other,2020,M,יעקב,13,0.00701187
Other,2020,M,מחמד,13,0.00701187
Other,2020,M,מקס,13,0.00701187
Other,2020,M,אביאל,12,0.00647249
Other,2020,M,אריק,12,0.00647249
Other,2020,M,טום,12,0.00647249
Other,2020,M,ליאו,12,0.00647249
Other,2020,M,אלון,11,0.00593312
Other,2020,M,ליאון,11,0.00593312
Other,2020,M,מרטין,11,0.00593312
Other,2020,M,עלי,11,0.00593312
Other,2020,M,תומר,11,0.00593312
Other,2020,M,אורי,10,0.00539374
Other,2020,M,איליה,10,0.00539374
Other,2020,M,לביא,10,0.00539374
Other,2020,M,אמיל,9,0.00485437
Other,2020,M,דין,9,0.00485437
Other,2020,M,יהונתן,9,0.00485437
Other,2020,M,לאו,9,0.00485437
Other,2020,M,עבד,9,0.00485437
Other,2020,M,עמנואל,9,0.00485437
Other,2020,M,אבראהים,8,0.00431499
Other,2020,M,אהרון,8,0.00431499
Other,2020,M,אור,8,0.00431499
Other,2020,M,גיא,8,0.00431499
Other,2020,M,דומיניק,8,0.00431499
Other,2020,M,חאלד,8,0.00431499
Other,2020,M,לירוי,8,0.00431499
Other,2020,M,מייקל,8,0.00431499
Other,2020,M,קיריל,8,0.00431499
Other,2020,M,ריף,8,0.00431499
Other,2020,M,תמיר,8,0.00431499
Other,2020,M,אוליבר,7,0.00377562
Other,2020,M,אושר,7,0.00377562
Other,2020,M,ארטיום,7,0.00377562
Other,2020,M,דילן,7,0.00377562
Other,2020,M,טאי,7,0.00377562
Other,2020,M,לני,7,0.00377562
Other,2020,M,מאור,7,0.00377562
Other,2020,M,סאלח,7,0.00377562
Other,2020,M,סמואל,7,0.00377562
Other,2020,M,עוז,7,0.00377562
Other,2020,M,עמית,7,0.00377562
Other,2020,M,ראיין,7,0.00377562
Other,2020,M,רוברט,7,0.00377562
Other,2020,M,תומאס,7,0.00377562
Other,2020,M,אוראל,6,0.00323625
Other,2020,M,אלדר,6,0.00323625
Other,2020,M,אמיתי,6,0.00323625
Other,2020,M,ארי,6,0.00323625
Other,2020,M,בנימין,6,0.00323625
Other,2020,M,גל,6,0.00323625
Other,2020,M,דמיר,6,0.00323625
Other,2020,M,חמזה,6,0.00323625
Other,2020,M,טל,6,0.00323625
Other,2020,M,יחיא,6,0.00323625
Other,2020,M,לאונרד,6,0.00323625
Other,2020,M,מחמוד,6,0.00323625
Other,2020,M,ג'וד,5,0.00269687
Other,2020,M,דיויד,5,0.00269687
Other,2020,M,טימופיי,5,0.00269687
Other,2020,M,יואב,5,0.00269687
Other,2020,M,יואל,5,0.00269687
Other,2020,M,ישראל,5,0.00269687
Other,2020,M,כריסטיאן,5,0.00269687
Other,2020,M,לאונרדו,5,0.00269687
Other,2020,M,לוקאס,5,0.00269687
Other,2020,M,לוקה,5,0.00269687
Other,2020,M,ליאל,5,0.00269687
Other,2020,M,משה,5,0.00269687
Other,2020,M,מתאו,5,0.00269687
Other,2020,M,מתן,5,0.00269687
Other,2020,M,ניל,5,0.00269687
Other,2020,M,סטיבן,5,0.00269687
Other,2020,M,סטפן,5,0.00269687
Other,2020,M,סלימאן,5,0.00269687
Other,2020,M,עדן,5,0.00269687
Other,2020,M,עומרי,5,0.00269687
Other,2020,M,עידו,5,0.00269687
Other,2020,M,עמראן,5,0.00269687
Other,2020,M,רועי,5,0.00269687
Other,2020,M,ריי,5,0.00269687
Other,2020,M,תיאו,5,0.00269687
Other,2020,M,תיאודור,5,0.00269687
Other,2021,F,מאיה,120,0.06737788
Other,2021,F,אמילי,75,0.04211117
Other,2021,F,אדל,61,0.03425042
Other,2021,F,אמה,56,0.03144301
Other,2021,F,סופיה,52,0.02919708
Other,2021,F,אווה,45,0.0252667
Other,2021,F,ניקול,38,0.02133633
Other,2021,F,אליסה,35,0.01965188
Other,2021,F,מישל,34,0.0190904
Other,2021,F,עדן,32,0.01796743
Other,2021,F,אמיליה,31,0.01740595
Other,2021,F,אוליביה,29,0.01628299
Other,2021,F,ליאל,29,0.01628299
Other,2021,F,אלין,28,0.0157215
Other,2021,F,ליאן,28,0.0157215
Other,2021,F,ליה,28,0.0157215
Other,2021,F,מילנה,27,0.01516002
Other,2021,F,אלה,25,0.01403706
Other,2021,F,יסמין,25,0.01403706
Other,2021,F,לאה,24,0.01347558
Other,2021,F,מרים,24,0.01347558
Other,2021,F,רומי,21,0.01179113
Other,2021,F,אליס,20,0.01122965
Other,2021,F,אלכסנדרה,18,0.01010668
Other,2021,F,מיאל,18,0.01010668
Other,2021,F,קירה,17,0.0095452
Other,2021,F,דיאנה,16,0.00898372
Other,2021,F,ויקטוריה,15,0.00842223
Other,2021,F,אליזבט,14,0.00786075
Other,2021,F,אנה,14,0.00786075
Other,2021,F,דריה,14,0.00786075
Other,2021,F,נעמי,14,0.00786075
Other,2021,F,קים,14,0.00786075
Other,2021,F,אביגיל,13,0.00729927
Other,2021,F,ג'ורי,13,0.00729927
Other,2021,F,ליבי,13,0.00729927
Other,2021,F,לין,13,0.00729927
Other,2021,F,נועה,13,0.00729927
Other,2021,F,שי-לי,13,0.00729927
Other,2021,F,שרה,13,0.00729927
Other,2021,F,איה,12,0.00673779
Other,2021,F,אן,12,0.00673779
Other,2021,F,גאיה,12,0.00673779
Other,2021,F,מיקה,12,0.00673779
Other,2021,F,עלמה,12,0.00673779
Other,2021,F,אסתר,11,0.00617631
Other,2021,F,יעל,11,0.00617631
Other,2021,F,נור,11,0.00617631
Other,2021,F,ניקה,11,0.00617631
Other,2021,F,סילא,11,0.00617631
Other,2021,F,אמליה,10,0.00561482
Other,2021,F,אריאל,10,0.00561482
Other,2021,F,אריקה,10,0.00561482
Other,2021,F,דנה,10,0.00561482
Other,2021,F,דניאלה,10,0.00561482
Other,2021,F,זואי,10,0.00561482
Other,2021,F,איילין,9,0.00505334
Other,2021,F,אילנה,9,0.00505334
Other,2021,F,ליב,9,0.00505334
Other,2021,F,נטלי,9,0.00505334
Other,2021,F,שלי,9,0.00505334
Other,2021,F,אליאן,8,0.00449186
Other,2021,F,אלינור,8,0.00449186
Other,2021,F,אליענה,8,0.00449186
Other,2021,F,יובל,8,0.00449186
Other,2021,F,מיילי,8,0.00449186
Other,2021,F,מירה,8,0.00449186
Other,2021,F,מליסה,8,0.00449186
Other,2021,F,מריה,8,0.00449186
Other,2021,F,רות,8,0.00449186
Other,2021,F,אוולין,7,0.00393038
Other,2021,F,איילה,7,0.00393038
Other,2021,F,איימי,7,0.00393038
Other,2021,F,אריאנה,7,0.00393038
Other,2021,F,ארינה,7,0.00393038
Other,2021,F,גל,7,0.00393038
Other,2021,F,ולריה,7,0.00393038
Other,2021,F,חנה,7,0.00393038
Other,2021,F,לונה,7,0.00393038
Other,2021,F,מעיין,7,0.00393038
