sector,sex,name,total
Jewish,F,כוכבית,194
Jewish,F,עטי,194
Jewish,F,לוסי,193
Jewish,F,אביגל,193
Jewish,F,יענטא,193
Jewish,F,מורל,192
Jewish,F,איליי,192
Jewish,F,נטע-לי,190
Jewish,F,לאורה,189
Jewish,F,סלעית,189
Jewish,F,לוטן,189
Jewish,F,סיני,189
Jewish,F,רובי,188
Jewish,F,חסידה,187
Jewish,F,נוית,186
Jewish,F,שנאל,186
Jewish,F,דברת,184
Jewish,F,אפיק,183
Jewish,F,ריין,183
Jewish,F,דולי,182
Jewish,F,עילית,181
Jewish,F,אלית,179
Jewish,F,מימי,178
Jewish,F,מינדי,178
Jewish,F,שיינדי,178
Jewish,F,רעכל,178
Jewish,F,צורית,177
Jewish,F,ליבת,177
Jewish,F,ענוה,177
Jewish,F,אידל,177
Jewish,F,תמימה,177
Jewish,F,בילי,176
Jewish,F,היאלי,176
Jewish,F,מדלן,175
Jewish,F,דיה,175
Jewish,F,יוכי,174
Jewish,F,זקלין,174
Jewish,F,יראת,174
Jewish,F,דורי,173
Jewish,F,אירן,172
Jewish,F,גתית,172
Jewish,F,מוניקה,171
Jewish,F,יפעה,171
Jewish,F,מרוה,171
Jewish,F,אולגה,169
Jewish,F,רשל,169
Jewish,F,זיוית,168
Jewish,F,מריאל,168
Jewish,F,נוה,168
Jewish,F,דורה,167
Jewish,F,קלי,167
Jewish,F,נטאלי,167
Jewish,F,סבינה,166
Jewish,F,נאורה,165
Jewish,F,עמירה,164
Jewish,F,רחמה,164
Jewish,F,אורלית,164
Jewish,F,קמילה,164
Jewish,F,ברי,163
Jewish,F,רויזא,163
Jewish,F,איידי,163
Jewish,F,עשירה,162
Jewish,F,גרציה,162
Jewish,F,דניה,162
Jewish,F,תבור,162
Jewish,F,בקי,160
Jewish,F,לורה,159
Jewish,F,נחלה,157
Jewish,F,נדין,156
Jewish,F,ילין,156
Jewish,F,ערגה,155
Jewish,F,כוכב,155
Jewish,F,פועה,154
Jewish,F,סער,154
Jewish,F,עינה,154
Jewish,F,רעכיל,154
Jewish,F,מליסה,154
Jewish,F,פייגל,153
Jewish,F,שלומציון,152
Jewish,F,שירת,151
Jewish,F,פעסיל,151
Jewish,F,איטל,150
Jewish,F,קיילא,150
Jewish,F,נינט,149
Jewish,F,פורטונה,148
Jewish,F,ניבי,148
Jewish,F,שטרנא,148
Jewish,F,ביילה,148
Jewish,F,צוריה,148
Jewish,F,מושית,147
Jewish,F,היא-לי,147
Jewish,F,גילית,146
Jewish,F,דפני,146
Jewish,F,גאלדא,146
Jewish,F,תיאה,146
Jewish,F,אמליה,145
Jewish,F,מוראל,145
Jewish,F,רימונה,144
Jewish,F,אהבה,144
Jewish,F,ריבי,143
Jewish,F,מוניק,143
Jewish,F,צמרת,143
Jewish,F,שיינדיל,143
Jewish,F,נהרה,143
Jewish,F,מילאן,143
Jewish,F,אינס,141
Jewish,F,נוייה,141
Jewish,F,מלודי,140
Jewish,F,אני,139
Jewish,F,אלמז,139
Jewish,F,ג'וי,139
Jewish,F,מורג,138
Jewish,F,דין,138
Jewish,F,נוף,137
Jewish,F,דלילה,136
Jewish,F,אימרי,136
Jewish,F,סטלה,135
Jewish,F,רפאל,135
Jewish,F,אליזה,134
Jewish,F,עטר,134
Jewish,F,פיגה,134
Jewish,F,אדלה,133
Jewish,F,סיניה,133
Jewish,F,ליזט,133
Jewish,F,כינרת,133
Jewish,F,כנה,133
Jewish,F,שחרי,133
Jewish,F,קרולינה,132
Jewish,F,ז'קלין,131
